pl_name,sy_snum,pl_orbsmax,pl_rade,st_rad,sy_dist
Kepler-1067 b,1,0.0162,0.8,0.93,667.693
Kepler-1067 c,1,0.0601,1.747,0.93,667.693
Kepler-1068 b,1,0.1309,3.63,1.01,1473.61
Kepler-1069 b,1,0.1685,1.6,0.98,695.967
Kepler-107 b,1,0.04544,1.536,1.45,525.997
Kepler-107 c,1,0.06064,1.597,1.45,525.997
Kepler-107 d,1,0.08377,0.86,1.45,525.997
Kepler-107 e,1,0.12638,2.903,1.45,525.997
Kepler-1070 b,1,0.0693,1.73,1.32,939.001
Kepler-1071 b,1,0.0615,2.38,0.81,1042.27
Kepler-1072 b,1,0.0269,1.58,1.32,982.716
Kepler-1073 b,1,0.0805,2.3,1,809.897
Kepler-1073 c,1,0.0483,1.64,1,809.897
Kepler-1073 d,1,0.0352,1.488,1.12,809.897
Kepler-1074 b,1,0.0536,1.25,0.57,250.817
Kepler-1075 b,1,0.0208,1.42,0.54,291.275
Kepler-1076 b,1,0.0611,0.8,0.74,199
Kepler-1077 b,1,0.2101,2.77,1.02,1101.42
Kepler-1078 b,1,0.0388,1.9,0.92,2481.71
Kepler-1079 b,1,0.1092,1.63,1.36,591.098
Kepler-108 b,2,0.292,8.65,2.19,338.732
Kepler-108 c,2,0.721,8.18,2.19,338.732
Kepler-1080 b,1,0.3781,3.28,1.16,1382.82
Kepler-1081 b,1,0.0466,1.01,0.84,420.215
Kepler-1082 b,1,0.0257,1.12,1.14,739.557
Kepler-1083 b,1,0.1899,3.36,0.77,902.633
Kepler-1084 b,1,0.0324,1.11,1.28,405.533
Kepler-1085 b,1,0.7391,7.22,1.14,1364.53
Kepler-1085 c,1,0.3002,3.268,1.08,1364.53
Kepler-1086 b,2,0.1198,2.44,0.66,466.084
Kepler-1086 c,2,0.503,2.94,0.66,466.084
Kepler-1087 b,1,0.0148,0.61,0.94,362.623
Kepler-1088 b,1,0.1602,1.42,1.08,280.629
Kepler-1089 b,1,0.0497,1.83,0.49,259.328
Kepler-109 b,1,0.0701,2.49,1.39,474.861
Kepler-109 c,1,0.1546,2.65,1.39,474.861
Kepler-1090 b,1,0.6364,2.25,0.82,858.77
Kepler-1090 c,1,0.2274,3.293,1.01,858.77
Kepler-1091 b,1,0.0252,1.46,1.03,914.299
Kepler-1092 b,1,0.2996,2.07,1,981.233
Kepler-1093 b,1,0.1685,1.95,1.2,1072.88
Kepler-1093 c,1,0.394,1.96,1.2,1072.88
Kepler-1094 b,1,0.3625,3.18,1.21,1291.01
Kepler-1095 b,1,0.0514,1.21,0.92,792.522
Kepler-1096 b,1,0.034,1.24,0.63,377.976
Kepler-1097 b,1,0.5791,3.26,0.79,719.802
Kepler-1098 b,1,0.0358,1.3,0.99,1049.19
Kepler-1099 b,1,0.0337,2.83,1,1022.8
Kepler-11 b,1,0.091,1.8,1.06,646.346
Kepler-11 c,1,0.107,2.87,1.06,646.346
Kepler-11 d,1,0.155,3.12,1.06,646.346
Kepler-11 e,1,0.195,4.19,1.06,646.346
Kepler-11 f,1,0.25,2.49,1.06,646.346
Kepler-11 g,1,0.466,3.33,1.06,646.346
Kepler-110 b,1,0.107,1.83,1.15,586.531
Kepler-110 c,1,0.198,2.21,1.15,586.531
Kepler-1100 b,1,0.0684,1.75,1.34,693.618
Kepler-1101 b,1,0.3483,2.47,0.91,742.473
Kepler-1102 b,1,0.2731,2.66,0.94,1246.05
Kepler-1103 b,1,0.1473,2.27,1.15,1331.92
Kepler-1104 b,1,0.0628,1.23,1.41,530.658
Kepler-1105 b,1,0.0471,2.01,0.68,318.004
Kepler-1106 b,1,0.0239,1.65,1.17,1090.7
Kepler-1107 b,1,0.0126,1.34,0.82,428.798
Kepler-1108 b,1,0.0511,1.46,0.84,767.701
Kepler-1109 b,1,0.2466,2.19,1.06,685.087
Kepler-111 b,1,0.046,1.58,1.16,657.223
Kepler-111 c,1,0.751,7.084,1.15,657.223
Kepler-1110 b,1,0.0754,2.66,0.7,726.828
Kepler-1111 b,1,0.0872,2,1.15,841.536
Kepler-1112 b,1,0.1239,3.02,1.54,1671.28
Kepler-1113 b,1,0.2415,2.81,1.17,1073.88
Kepler-1114 b,1,0.1102,1.35,0.83,418.417
Kepler-1115 b,1,0.2134,1.7,1.73,983.245
Kepler-1116 b,1,0.233,2.54,0.93,1008.57
Kepler-1117 b,1,0.0546,1.11,0.93,568.487
Kepler-1118 b,1,0.2079,2.74,0.97,888.325
Kepler-1119 b,1,0.0812,1.92,1.17,1757.23
Kepler-112 b,1,0.076,2.36,0.84,513.206
Kepler-112 c,1,0.172,2.4,0.84,513.206
Kepler-1120 b,1,0.0369,1.38,0.74,615.231
Kepler-1121 b,1,0.1187,1.91,1.59,482.047
Kepler-1122 b,1,0.2315,2.04,0.89,1230.42
Kepler-1123 b,1,0.0497,1.67,0.9,704.323
Kepler-1124 b,1,0.0305,1.28,0.34,289.899
Kepler-1125 b,1,0.1348,1.84,0.94,2011.41
Kepler-1126 b,1,0.4126,1.73,0.93,635.736
Kepler-1126 c,1,0.6193,1.45,0.92,635.736
Kepler-1127 b,1,0.0556,1.96,0.95,842.459
Kepler-1128 b,1,0.302,3.65,0.91,1083.41
Kepler-1129 b,1,0.1644,2.96,1,1183.88
Kepler-1129 c,1,0.3528,2.73,1,1183.88
Kepler-113 b,1,0.051194,1.82,0.69,262.351
Kepler-113 c,1,0.077909,2.18,0.69,262.351
Kepler-1130 b,2,0.059603,0.8,0.81,249.343
Kepler-1130 c,2,0.042356,0.792,0.84,249.343
Kepler-1130 d,2,0.050655,0.645,0.84,249.343
Kepler-1131 b,1,0.0459,1.59,1.04,1030.7
Kepler-1132 b,1,0.2881,2.35,0.83,867.931
Kepler-1133 b,1,0.0983,1.97,0.9,753.135
Kepler-1134 b,1,0.1242,2.64,0.81,944.445
Kepler-1135 b,1,0.3436,1.85,0.94,1314.64
Kepler-1136 b,1,0.0299,1.64,0.68,491.406
Kepler-1137 b,1,0.1871,2.2,1.84,921.778
Kepler-1138 b,1,0.0415,1.7,0.92,872.328
Kepler-1139 b,1,0.0165,1.19,0.91,495.156
Kepler-114 b,1,0.053,1.26,0.67,259.533
Kepler-114 c,1,0.06482,1.6,0.54,259.533
Kepler-114 d,1,0.08358,2.53,0.54,259.533
Kepler-1140 b,1,0.1478,2.77,0.73,656.48
Kepler-1141 b,1,0.0345,0.82,1.07,393.642
Kepler-1142 b,1,0.1343,1.47,0.96,1273.51
Kepler-1143 b,1,0.0371,1.67,0.77,555.189
Kepler-1143 c,1,0.6477,3.6,0.77,555.189
Kepler-1144 b,1,0.1291,1.99,0.96,1140.57
Kepler-1145 b,1,0.0443,1.4,0.75,691.961
Kepler-1146 b,1,0.0325,1.23,0.7,703.038
Kepler-1147 b,1,0.0961,2.61,1.14,1657.36
Kepler-1148 b,1,0.0188,1.69,0.77,625.692
Kepler-1149 b,1,0.0473,1.44,1.01,1217.73
Kepler-115 b,1,0.036,1.09,1.21,623.609
Kepler-115 c,1,0.087,2.6,1.21,623.609
Kepler-1150 b,2,0.0382,1.02,0.72,358.518
Kepler-1151 b,1,0.3197,2.22,0.85,682.436
Kepler-1152 b,1,0.0223,0.87,0.53,215.233
Kepler-1153 b,1,0.0277,1.73,0.88,1119.49
Kepler-1154 b,1,0.0631,2.34,1.43,1460.1
Kepler-1154 c,1,0.0875,2.36,1.43,1460.1
Kepler-1155 b,1,0.2006,2.03,1.03,1128.72
Kepler-1156 b,1,0.0994,1.32,1,691.331
Kepler-1157 b,1,0.0448,1.09,0.71,342.144
Kepler-1158 b,1,0.1246,2.34,1.95,1484.25
Kepler-1159 b,1,0.1603,2.37,1.28,1213.71
Kepler-116 b,1,0.069,3.42,1.45,955.168
Kepler-116 c,1,0.116,2.3,1.45,955.168
Kepler-1160 b,1,0.0755,2.14,0.89,1077.63
Kepler-1161 b,1,0.0784,2.13,0.57,547.726
Kepler-1162 b,1,0.19,2.21,0.84,940.211
Kepler-1162 c,1,0.2832,1.81,0.86,940.211
Kepler-1163 b,1,0.0685,1.03,1.35,478.647
Kepler-1164 b,1,0.0457,1.12,0.79,431.622
Kepler-1165 b,1,0.0914,1.55,1.18,1575.2
Kepler-1165 c,1,0.1969,3.361,1.08,1575.2
Kepler-1166 b,1,0.1975,1.69,0.86,634.906
Kepler-1167 b,1,0.0175,1.71,0.75,820.905
Kepler-1168 b,1,0.2663,2.5,0.82,752.666
Kepler-1169 b,1,0.0709,0.94,1.23,522.823
Kepler-117 b,1,0.1445,8.059,1.61,1455.57
Kepler-117 c,1,0.2804,12.341,1.61,1455.57
Kepler-1170 b,1,0.088,2.41,0.76,1050.45
Kepler-1171 b,1,0.0284,2.56,1.95,573
Kepler-1172 b,1,0.168,3.2,0.89,1306.53
Kepler-1173 b,1,0.0157,0.89,0.82,377.06
Kepler-1174 b,1,0.0732,1.59,1.04,1408.75
Kepler-1175 b,1,0.2181,2.99,0.86,1121.89
Kepler-1176 b,1,0.1589,2.45,1.02,864.699
Kepler-1177 b,1,0.4301,1.9,0.97,1299.97
Kepler-1178 b,1,0.1596,1.07,0.75,482.287
Kepler-1179 b,1,0.0346,1.32,0.81,415.205
Kepler-118 b,1,0.073,1.96,1.09,574.228
Kepler-118 c,1,0.141,7.68,1.09,574.228
Kepler-1180 b,1,0.1246,1.99,1.14,1596.8
Kepler-1181 b,1,0.0621,1.57,1.3,938.417
Kepler-1181 c,1,0.0928,1.83,1.35,938.417
Kepler-1182 b,1,0.0981,2.41,1.05,1545.39
Kepler-1183 b,1,0.1793,2.82,0.99,1919.19
Kepler-1184 b,1,0.2863,2.68,1.07,1157.84
Kepler-1185 b,1,0.4297,1.33,0.87,459.273
Kepler-1186 b,1,0.1281,2.23,0.93,1337.25
Kepler-1187 b,1,0.1401,2.61,1.09,1020.53
Kepler-1188 b,1,0.135,2.08,1.06,1717.48
Kepler-1189 b,1,0.0467,1.77,1.16,782.852
Kepler-119 b,1,0.035,3.6,0.84,701.996
Kepler-119 c,1,0.049,0.92,0.84,701.996
Kepler-1190 b,1,0.0845,1.33,0.72,342.509
Kepler-1191 b,1,0.0587,1.51,0.81,955.536
Kepler-1192 b,1,0.1693,2.36,0.83,1304.19
Kepler-1193 b,1,0.0403,1.32,1.21,802.116
Kepler-1194 b,1,0.1212,1.51,0.92,757.382
Kepler-1195 b,1,0.0726,2.08,0.71,918.566
Kepler-1196 b,1,0.3179,2.23,0.97,922.333
Kepler-1197 b,1,0.0283,1.25,0.72,486.94
Kepler-1198 b,1,0.0732,1.47,0.9,743.03
Kepler-1199 b,1,0.1152,1.15,1.17,563.493
Kepler-12 b,1,0.0553,19.661,1.48,881.386
Kepler-120 b,1,0.055,2.15,0.53,388.63
Kepler-120 c,1,0.088,1.53,0.53,388.63
Kepler-1200 b,1,0.0188,1.06,0.7,588.715
Kepler-1201 b,1,0.1183,2.29,1.24,944.241
Kepler-1202 b,1,0.179,2.94,1.04,1175.38
Kepler-1203 b,1,0.0114,1.06,0.61,317.022
Kepler-1204 b,1,0.3877,3.05,1.03,1175.22
Kepler-1205 b,1,0.0196,1.41,0.81,698.485
Kepler-1206 b,1,0.0201,1.64,0.75,762.019
Kepler-1207 b,1,0.1156,1.62,1.06,1754.19
Kepler-1208 b,1,0.0901,2.32,0.76,825.176
Kepler-1209 b,1,0.18,1.51,1.38,505.531
Kepler-121 b,1,0.039,2.34,0.7,510.523
Kepler-121 c,1,0.216,2.27,0.7,510.523
Kepler-1210 b,1,0.0753,1.7,0.92,1176.53
Kepler-1211 b,1,0.0985,2.55,0.94,1826.53
Kepler-1212 b,1,0.1082,2.14,1.15,1316.57
Kepler-1213 b,1,0.0635,1.19,1.21,807.812
Kepler-1214 b,1,0.128,2.36,0.8,729.227
Kepler-1215 b,1,0.0528,1.22,0.93,661.022
Kepler-1216 b,1,0.0519,1.39,0.98,1258.36
Kepler-1217 b,1,0.0326,1.99,1.08,1347.71
Kepler-1218 b,1,0.1564,1.44,1.1,840.503
Kepler-1219 b,1,0.1418,2.12,1.94,880.895
Kepler-122 b,1,0.064,2.34,1.22,1027.45
Kepler-122 c,1,0.108,5.87,1.22,1027.45
Kepler-122 d,1,0.155,2.2,1.22,1027.45
Kepler-122 e,1,0.227,2.6,1.22,1027.45
Kepler-122 f,1,0.287,1.75,0.95,1027.45
Kepler-1220 b,1,0.0734,1.52,0.99,961.907
Kepler-1221 b,1,0.0906,1.88,0.82,913.65
Kepler-1222 b,1,0.0282,0.79,0.8,415.218
Kepler-1223 b,1,0.1186,1.22,0.75,459.957
Kepler-1224 b,1,0.1165,1.33,1.22,559.598
Kepler-1225 b,1,0.0771,1.82,1.19,1347.52
Kepler-1226 b,1,0.1361,1.45,1.02,1125.72
Kepler-1227 b,1,0.4092,2.29,0.95,623.706
Kepler-1228 b,1,0.0125,1.54,0.74,515.453
Kepler-1229 b,1,0.3006,1.4,0.51,265.482
Kepler-123 b,1,0.135,2.94,1.26,1021.66
Kepler-123 c,1,0.181,1.48,1.26,1021.66
Kepler-1230 b,1,0.0921,2.71,1.08,1364.22
Kepler-1231 b,1,0.0914,1.42,1,987.237
Kepler-1232 b,1,0.1673,1.93,0.89,632.865
Kepler-1233 b,1,0.263,2.6,1.25,1178.7
Kepler-1234 b,1,0.096,2.81,0.76,916.749
Kepler-1235 b,1,0.0491,0.79,0.9,540.604
Kepler-1236 b,1,0.1803,2.14,0.82,999.64
Kepler-1237 b,1,0.3778,2.86,0.9,1064.31
Kepler-1238 b,1,0.0541,1.93,1.48,1632.13
Kepler-1239 b,1,0.0625,2.9,1.57,2140.6
Kepler-124 b,1,0.039,0.73,0.64,420.046
Kepler-124 c,1,0.1,1.75,0.64,420.046
Kepler-124 d,1,0.17,1.11,0.64,420.046
Kepler-1240 b,1,0.0557,1.15,0.96,862.186
Kepler-1241 b,1,0.1336,2.63,0.8,968.722
Kepler-1242 b,1,0.1039,2.26,0.74,687.615
Kepler-1243 b,1,0.1256,1.75,0.94,758.17
Kepler-1244 b,1,0.0502,1.35,1.77,1075.81
Kepler-1245 b,1,0.0484,1.44,0.83,805.936
Kepler-1245 c,1,0.0372,1.44,0.83,805.936
Kepler-1246 b,1,0.0848,1.36,0.69,436.505
Kepler-1247 b,1,0.1091,2.33,0.82,1045.92
Kepler-1248 b,1,0.0806,1.18,1.21,593.026
Kepler-1249 b,1,0.167,2.38,1.28,1904.54
Kepler-125 b,1,0.041,2.37,0.51,183.365
Kepler-125 c,1,0.051,0.74,0.51,183.365
Kepler-1250 b,1,0.0393,1.92,0.98,2126.85
Kepler-1251 b,1,0.2478,1.84,0.89,902.204
Kepler-1252 b,1,0.1078,1.67,1.09,648.979
Kepler-1253 b,1,0.3133,1.33,1.1,514.524
Kepler-1254 b,1,0.0833,1.55,0.75,622.818
Kepler-1254 c,1,0.0422,1.3,0.75,622.818
Kepler-1254 d,1,0.0575,1.31,0.75,622.818
Kepler-1255 b,1,0.2226,2.32,1.12,1617.07
Kepler-1256 b,1,0.1063,1.49,1.36,891.192
Kepler-1257 b,1,0.0376,1.52,0.87,1105.95
Kepler-1258 b,1,0.0201,0.86,0.99,717.555
Kepler-1259 b,1,0.0141,1.43,0.77,805.562
Kepler-126 b,1,0.099,1.52,1.36,237.401
Kepler-126 c,1,0.162,1.58,1.36,237.401
Kepler-126 d,1,0.448,2.5,1.36,237.401
Kepler-1260 b,1,0.1444,1.77,1.08,1734.43
Kepler-1261 b,1,0.239,2.26,0.77,744.294
Kepler-1262 b,1,0.083,1.82,0.98,1054.87
Kepler-1263 b,1,0.0499,1.14,0.8,664.83
Kepler-1264 b,1,0.0191,1.18,0.98,801.993
Kepler-1265 b,1,0.0612,1.35,0.69,583.641
Kepler-1266 b,1,0.1689,2.58,0.76,849.312
Kepler-1266 c,1,0.052,1.68,0.83,849.312
Kepler-1267 b,1,0.1057,3.01,1.2,1379.43
Kepler-1268 b,1,0.2383,2.03,1.09,1840.77
Kepler-1269 b,1,0.226,1.63,1.15,1097.23
Kepler-127 b,1,0.125,1.4,1.36,352.794
Kepler-127 c,1,0.2,2.66,1.36,352.794
Kepler-127 d,1,0.28,2.64,1.36,352.794
Kepler-1270 b,1,0.0663,3.32,3.38,1095.05
Kepler-1271 b,1,0.0418,1.48,1.23,831.991
Kepler-1272 b,1,0.2705,2.37,1.09,1206.37
Kepler-1273 b,1,0.1857,2.49,0.91,1114.24
Kepler-1274 b,1,0.0806,1.42,2.17,614.648
Kepler-1275 b,1,0.0488,1.48,1.36,1153.98
Kepler-1276 b,1,0.1072,1.19,1.21,538.481
Kepler-1277 b,1,0.2237,1.6,0.92,557.193
Kepler-1278 b,1,0.0419,1.01,1.16,889.426
Kepler-1279 b,1,0.1633,1.75,1.33,1494.22
Kepler-128 b,1,0.125387,1.421,1.66,396.379
Kepler-128 c,1,0.165118,1.521,1.66,396.379
Kepler-1280 b,1,0.38,1.87,1.32,1486.7
Kepler-1281 b,1,0.0415,1.64,0.83,1090
Kepler-1282 b,1,0.0335,1.55,0.89,1103.29
Kepler-1283 b,1,0.1062,1.91,1.25,2921.99
Kepler-1284 b,1,0.0143,1.21,0.79,882.324
Kepler-1285 b,1,0.1268,0.97,1.28,422.269
Kepler-1286 b,1,0.0991,2.15,0.98,1354.46
Kepler-1287 b,1,0.0976,1.54,0.94,1003.26
Kepler-1288 b,1,0.0435,1.12,1.29,814.078
Kepler-1289 b,1,0.0785,1.52,1.17,1053.57
Kepler-129 b,1,0.13,2.4,1.65,408.845
Kepler-129 c,1,0.39,2.52,1.65,408.845
Kepler-129 d,1,4,12.6,1.65,408.845
Kepler-1290 b,1,0.0557,1.42,0.93,1593.7
Kepler-1291 b,1,0.0779,1.66,0.8,897.352
Kepler-1292 b,1,0.0443,1.82,0.93,1493.43
Kepler-1293 b,1,0.0659,0.97,1.28,1028.16
Kepler-1294 b,1,0.4684,3.19,0.97,1855.7
Kepler-1295 b,1,0.0464,1.55,0.89,1174.46
Kepler-1296 b,1,0.0896,0.91,0.83,1551.54
Kepler-1297 b,1,0.0283,0.97,0.99,1439.47
Kepler-1298 b,1,0.082,1.31,2,544.163
Kepler-1299 b,1,0.1357,2.98,0.91,1404.94
Kepler-130 b,2,0.079,1.02,1.13,316.663
Kepler-130 c,2,0.178,2.9,1.17,316.663
Kepler-130 d,2,0.377,1.64,1.13,316.663
Kepler-1300 b,1,0.1655,1.37,1.79,777.025
Kepler-1301 b,1,0.0815,1.4,0.81,854.28
Kepler-1302 b,1,0.0795,1.43,0.82,634.58
Kepler-1303 b,1,0.0751,1.42,1,897.783
Kepler-1304 b,1,0.1202,2.29,0.81,2176.08
Kepler-1305 b,1,0.1109,1.88,0.96,1575.23
Kepler-1306 b,1,0.123,1.91,0.97,1107.5
Kepler-1307 b,1,0.1369,2.47,1.08,1014.62
Kepler-1308 b,1,0.025,0.52,0.34,112.705
Kepler-1309 b,1,0.1679,2.37,0.8,845
Kepler-131 b,1,0.127825,2.41,1.03,228.678
Kepler-131 c,1,0.173819,0.84,1.03,228.678
Kepler-1310 b,1,0.0148,1.44,0.88,569.185
Kepler-1311 b,1,0.0989,1.24,1.4,866.331
Kepler-1311 c,1,0.0368,1.22,1.4,866.331
Kepler-1311 d,1,0.6711,9.658,1.67,866.331
Kepler-1312 b,1,0.0603,2.1,0.92,299.104
Kepler-1312 c,1,0.0209,1.027,0.91,299.104
Kepler-1313 b,1,0.046,1.76,0.85,174.234
Kepler-1314 b,1,0.0504,5.11,0.59,141.9868506
Kepler-1315 b,1,0.0163,1.38,0.75,480.869
Kepler-1315 c,1,0.064,1.844,0.86,480.869
Kepler-1316 b,1,0.3859,3.54,1.12,800.871
Kepler-1317 b,1,0.0128,1.56,0.79,728.303
Kepler-1318 b,1,0.6085,3.11,0.7,475.248
Kepler-1319 b,2,0.0296,1.34,0.54,103.917
Kepler-132 b,2,0.067,1.21,1.18,349.549
Kepler-132 c,2,0.068,1.28,1.18,349.549
Kepler-132 d,2,0.136,1.55,1.18,349.549
Kepler-132 e,2,0.4393,1.18,1.1,349.549
Kepler-1320 b,1,0.0163,1.7,0.74,647.424
Kepler-1321 b,1,0.0781,4.92,0.53,769.146
Kepler-1321 c,1,0.0267,2.4,0.53,769.146
Kepler-1321 d,1,0.0501,2.628,0.5,769.146
Kepler-1322 b,1,0.0183,1.61,0.87,1350.32
Kepler-1322 c,1,0.0652,2.155,0.8,1350.32
Kepler-1323 b,1,0.0191,1.52,1.4,465.417
Kepler-1324 b,1,0.0466,1.51,0.73,481.667
Kepler-1325 b,1,0.2004,2.86,0.91,973.368
Kepler-1326 b,1,0.2743,4.18,1.74,698.326
Kepler-1327 b,1,0.1186,1.8,1.03,678.069
Kepler-1328 b,1,0.0529,0.98,0.99,813.543
Kepler-1329 b,1,0.0747,2.17,0.69,588.037
Kepler-133 b,1,0.083,1.76,1.43,653.6
Kepler-133 c,1,0.204,2.84,1.43,653.6
Kepler-1330 b,1,0.0889,1.65,0.94,1720.48
Kepler-1331 b,1,0.0142,1.05,0.69,319.197
Kepler-1332 b,1,0.0986,1.37,0.9,528.685
Kepler-1333 b,1,0.4382,2.81,0.92,932.446
Kepler-1334 b,1,0.1229,2.29,0.91,1223.04
Kepler-1335 b,1,0.0615,1.45,0.74,621.853
Kepler-1336 b,1,0.1595,1.98,1.3,1126.64
Kepler-1336 c,1,0.0631,1.71,1.3,1126.64
Kepler-1337 b,1,0.1441,2.41,0.67,601.629
Kepler-1338 b,1,0.0193,0.92,1.05,753.26
Kepler-1339 b,1,0.0234,0.71,0.93,371.049
Kepler-134 b,1,0.06,2,1.18,334.797
Kepler-134 c,1,0.092,1.26,1.18,334.797
Kepler-1340 b,1,0.0153,1.55,1.42,981.779
Kepler-1341 b,2,0.4498,2.99,0.72,476.957
Kepler-1342 b,1,0.0313,1.66,0.9,890.724
Kepler-1343 b,1,0.0449,1.93,0.93,1756.71
Kepler-1344 b,1,0.0568,1.84,1.13,853.959
Kepler-1345 b,1,0.2638,2.36,1.55,1355.02
Kepler-1346 b,1,0.044,1.58,1.21,843.701
Kepler-1347 b,1,0.104,1.03,0.79,321
Kepler-1348 b,1,0.1834,1.94,1.04,1213.82
Kepler-1349 b,1,0.0341,0.7,1.28,276.323
Kepler-135 b,1,0.067,1.81,1.27,621.855
Kepler-135 c,1,0.103,1.16,1.27,621.855
Kepler-1350 b,1,0.0413,2.52,0.53,340.691
Kepler-1350 c,1,0.0222,1.73,0.53,340.691
Kepler-1351 b,1,0.0156,0.65,0.67,202.782
Kepler-1352 b,1,0.03,0.89,1.16,670.829
Kepler-1353 b,1,0.153,1.8,0.72,593.384
Kepler-1354 b,1,0.3521,2.97,1.24,1119.45
Kepler-1355 b,1,0.0224,1.46,0.83,911.269
Kepler-1356 b,1,0.0136,1.53,0.78,845.228
Kepler-1357 b,1,0.041,1.28,0.9,1015.69
Kepler-1358 b,1,0.0656,1.12,0.79,546.998
Kepler-1359 b,1,0.2769,2.83,0.72,614.859
Kepler-136 b,2,0.106,2.05,1.35,420.818
Kepler-136 c,2,0.133,1.99,1.35,420.818
Kepler-1360 b,1,0.2866,3.4,1.83,1516.27
Kepler-1361 b,1,0.0431,0.86,0.79,389.143
Kepler-1362 b,1,0.4626,2.6,0.74,731.298
Kepler-1363 b,1,0.0363,1.25,0.72,541.714
Kepler-1364 b,1,0.1284,2.15,1.79,1056.9
Kepler-1365 b,1,0.075,0.92,1.05,840.128
Kepler-1365 c,1,0.0545,0.8,1.05,840.128
Kepler-1366 b,1,0.0273,1.43,0.6,465.826
Kepler-1367 b,1,0.0236,0.92,0.6,401.484
Kepler-1368 b,1,0.0153,1.65,1.08,1635.82
Kepler-1369 b,1,0.1741,2.69,0.99,1236.56
Kepler-137 b,1,0.077,1.47,0.8,302.979
Kepler-137 c,1,0.13,1.88,0.8,302.979
Kepler-1370 b,1,0.1495,1.84,1.29,1004.1
Kepler-1370 c,1,0.0767,1.27,1.29,1004.1
Kepler-1371 b,1,0.0393,0.73,0.83,515.334
Kepler-1371 c,1,0.0274,0.64,0.83,515.334
Kepler-1372 b,1,0.024,1.27,0.97,1303.22
Kepler-1373 b,1,0.0242,1.16,1.33,1699.46
Kepler-1374 b,1,0.0918,2.29,0.81,1078.46
Kepler-1375 b,1,0.0471,1.74,1.78,1430.84
Kepler-1376 b,1,0.0598,1.05,0.97,868.056
Kepler-1377 b,1,0.0153,1.25,0.82,1146.1
Kepler-1378 b,1,0.0885,2.2,0.67,506.434
Kepler-1379 b,1,0.0171,1.3,0.79,971.325
Kepler-138 b,1,0.0753,0.64,0.54,66.8624
Kepler-138 c,1,0.0913,1.51,0.54,66.8624
Kepler-138 d,1,0.1288,1.51,0.54,66.8624
Kepler-138 e,1,0.1803,0.797,0.54,66.8624
Kepler-1380 b,1,0.0917,1.43,0.94,2462.94
Kepler-1381 b,1,0.1728,2.25,0.94,1197.04
Kepler-1382 b,1,0.1404,1.88,1.72,738.261
Kepler-1383 b,1,0.1179,1.41,1.44,1027.21
Kepler-1384 b,1,0.1126,1.94,0.74,618
Kepler-1385 b,1,0.0415,0.85,1.29,688.795
Kepler-1386 b,1,0.068,1.24,1.03,835.882
Kepler-1387 b,1,0.031,0.93,0.77,455.358
Kepler-1388 b,1,0.0882,2.59,0.61,453.795
Kepler-1388 c,1,0.0519,2.26,0.61,453.795
Kepler-1388 d,1,0.126,2.86,0.61,453.795
Kepler-1388 e,1,0.1861,2.46,0.61,453.795
Kepler-1389 b,1,0.3869,1.77,0.74,497.093
Kepler-139 b,1,0.127,2.94,1.3,391.038
Kepler-139 c,1,0.586,3.38,1.3,391.038
Kepler-139 d,1,0.075553,1.695,1.1,391.038
Kepler-139 e,1,3.235796,13.6,1.05,391.038
Kepler-1390 b,1,0.0662,1.18,0.98,723.431
Kepler-1391 b,1,0.2768,1.68,1.1,1038.35
Kepler-1392 b,1,0.1189,1.96,0.85,1117
Kepler-1393 b,1,0.0337,0.8,0.92,544.456
Kepler-1394 b,1,0.0555,1.39,2.55,640.409
Kepler-1395 b,1,0.0494,0.8,1.23,492.894
Kepler-1396 b,1,0.1406,2.07,1.27,1066.46
Kepler-1397 b,1,0.2602,1.72,1.12,1198.25
Kepler-1398 b,1,0.0392,0.9,1.18,852.204
Kepler-1398 c,1,0.051,1.03,1.18,852.204
Kepler-1399 b,1,0.0276,1.25,0.96,1385.7
Kepler-14 b,2,0.0771,12.733,2.05,798
Kepler-140 b,1,0.045,1.61,1.29,583.859
Kepler-140 c,1,0.414,1.8,1.29,583.859
Kepler-1400 b,1,0.0771,1.62,0.78,752.237
Kepler-1401 b,1,0.0975,1.68,1.1,1425.43
Kepler-1402 b,1,0.0322,0.76,0.87,1493.64
Kepler-1403 b,1,0.064,2.14,1.15,2163.9
Kepler-1404 b,1,0.1143,2.01,0.8,962.183
Kepler-1405 b,1,0.1778,3.96,1.07,1530.3
Kepler-1406 b,1,0.0987,1.1,1.12,572.403
Kepler-1407 b,1,0.1502,2.25,1.15,1396.41
Kepler-1408 b,1,0.0425,0.89,1.35,535.048
Kepler-1409 b,1,0.0152,1.04,0.79,694.89
Kepler-141 b,1,0.039,0.69,0.79,301.183
Kepler-141 c,1,0.067,1.41,0.79,301.183
Kepler-1410 b,1,0.2543,1.78,0.6,367
Kepler-1411 b,1,0.4001,2.82,0.92,1660.48
Kepler-1412 b,1,0.0461,0.83,1.27,755.678
Kepler-1413 b,1,0.1066,1.82,0.8,1167.49
Kepler-1414 b,1,0.0426,1.23,0.75,570.835
Kepler-1415 b,1,0.0144,1.29,0.84,1043.56
Kepler-1416 b,1,0.0257,0.88,1.15,949.59
Kepler-1417 b,1,0.1431,1,1.02,991.845
Kepler-1418 b,1,0.131,1.66,0.72,499
Kepler-1419 b,1,0.2391,2.86,1.01,1498.58
